Age,Department,First Name,ID,Last Name,Salary,State,Zip
38,Tech Support,Blanche,115,Thompson,$23950,DE,77834
22,Sales,Claudia,116,Drake,$30250,SD,74756
22,Tech Support,Blake,117,Osborne,$36750,OK,42939
20,Sales,Maggie,118,Baldwin,$46250,NM,36290
19,Sales,Matthew,119,Perez,$12250,NY,00350
22,Sales,Don,120,Thompson,$92250,VA,19858
61,SE,Robert,121,Hughes,$17100,OH,97960
36,Sales,Russell,122,Snyder,$110250,DE,87066
49,HR,Clara,123,Nelson,$44200,IL,24319
27,QA,Daisy,124,Barton,$54090,KY,01204
41,SE,May,125,Frazier,$21600,AL,45615
22,SE,Bessie,126,Pena,$111600,LA,16921
49,Sales,Essie,127,Gardner,$36250,HI,35027
42,Product Manager,Christian,128,Jimenez,$8200,IA,14499
40,Project Manager,Mina,129,Sparks,$56200,NJ,56295
44,SE,Mamie,130,Pierce,$36600,ND,99170
22,HR,Winifred,131,Green,$44200,WV,71185
50,Tech Support,Ada,132,Richardson,$14350,WY,17742
50,SE,Tommy,133,Sharp,$45600,NH,23334
27,Sales,Lucinda,134,Norton,$156250,MA,41124
64,Sales,Addie,135,Howell,$4250,AZ,48239
49,Sales,Elva,136,Maldonado,$32250,AZ,06501
44,Project Manager,Philip,137,Swanson,$100200,WI,70465
25,HR,Rhoda,138,Barnes,$67200,LA,26649
48,SE,Cynthia,139,Collier,$98100,ID,35351
35,Sales,Nell,140,Vega,$130250,GA,55665
19,QA,Francis,141,Campbell,$16330,KY,23386
59,Tech Support,Gabriel,142,Young,$18350,NE,98273
32,SE,Lillie,143,Cooper,$93600,AK,94000
36,QA,Daisy,144,Smith,$9250,MD,84964
19,Dev Manager,Clarence,145,Hunt,$100200,MT,44366
51,Tech Support,Christopher,146,Johnson,$1950,LA,32484
56,Project Manager,Ophelia,147,Harris,$30200,HI,77678
55,SE,Sean,148,Burns,$108600,VA,10558
51,QA,Henrietta,149,Ramsey,$2760,HI,18147
43,Sales,Bobby,150,Munoz,$28250,ND,07854
51,QA,Tillie,151,Walters,$32850,NM,44008
19,QA,Pauline,152,Paul,$57630,WY,70736
63,SE,Lee,153,McCoy,$93600,PA,66334
35,QA,Maude,154,Scott,$45240,VA,44505
20,QA,Clifford,155,Davis,$39340,FL,03404
61,QA,Sophie,156,Moss,$34030,NJ,19199
25,Project Manager,Timothy,157,Henry,$95200,ME,63703
37,QA,Isabella,158,Stanley,$58810,IA,66075
45,Tech Support,Aaron,159,Pena,$13550,NE,34029
18,SE,Emily,160,Alvarado,$74100,NC,35352
54,Project Manager,Cora,161,Gutierrez,$48200,HI,99761
48,Sales,Mattie,162,Knight,$18250,KY,98591
45,Tech Support,Ellen,163,Graham,$32350,MN,30719
27,SE,Mike,164,Cobb,$5100,WA,03073
52,QA,Emily,165,Ryan,$23410,PA,11158
21,Project Manager,Celia,166,Campbell,$64200,WI,78593
23,SE,Edward,167,Torres,$12600,TN,09745
21,SE,Sue,168,McLaughlin,$60600,NH,80059
63,SE,Leon,169,Johnston,$65100,PA,16780
26,Tech Support,Russell,170,Higgins,$350,MA,81214
38,QA,Harry,171,Morgan,$36390,MN,31044
63,Product Manager,Leon,172,Allen,$48200,MN,00891
55,QA,Myra,173,Martin,$35800,TN,98241
63,Product Manager,Bernard,174,Robinson,$23200,NM,69720
57,SE,Chad,175,Casey,$50100,NC,66696
50,Tech Support,Juan,176,Goodman,$30350,DE,52957
25,SE,Lucas,177,Gross,$26100,IA,84181
56,SE,Nathan,178,Wise,$30600,MI,11196
55,QA,Howard,179,Rodgers,$36390,MD,68549
18,SE,Troy,180,Butler,$68100,OH,95563
62,Sales,Clarence,181,Bradley,$68250,SD,84688
64,QA,Clyde,182,Nunez,$55860,KY,43595
41,SE,Verna,183,Holland,$71100,AZ,97469
26,Tech Support,Caleb,184,Elliott,$37150,KY,81847
64,Sales,Bess,185,Lloyd,$112250,DC,49188
35,QA,Grace,186,Ross,$9250,HI,92850
59,Tech Support,Claudia,187,Hayes,$10350,MO,35235
53,HR,Stella,188,Christensen,$82200,MO,71001
38,Sales,Ethan,189,Brewer,$4250,IL,41966
47,QA,Glen,190,Brady,$4530,OK,22711
60,Sales,Mike,191,Perry,$138250,OH,70735
46,SE,Erik,192,Graves,$93600,FL,61195
36,Product Manager,Sara,193,Campbell,$23200,AL,48982
27,QA,Mayme,194,Graves,$57630,VT,56282
42,SE,Peter,195,Hines,$48600,AK,02790
23,Sales,Sue,196,Christensen,$164250,NH,87413
43,Sales,Warren,197,Atkins,$164250,CO,55220
38,SE,Eliza,198,Hansen,$143100,VT,40370
64,QA,Rena,199,Carpenter,$58810,UT,68100
23,Tech Support,Derek,200,Alvarado,$13150,OH,62494
58,Sales,Flora,201,Murray,$68250,AR,13815
41,Dev Manager,Alma,202,Ballard,$64200,ME,95306
54,Product Manager,Harold,203,Baldwin,$43200,CO,72652
60,Sales,Seth,204,Mann,$184250,VT,28139
27,Sales,Harry,205,Peterson,$196250,WA,64204
61,SE,Eunice,206,Franklin,$93600,AR,81890
60,QA,Irene,207,Lewis,$39340,VA,13576
55,HR,Nannie,208,McBride,$30200,NE,71709
30,SE,Eugene,209,Yates,$45600,DC,20292
19,SE,Earl,210,Watts,$66600,HI,64268
19,QA,Earl,211,Bennett,$11610,VA,18104
47,Sales,Sophia,212,Ruiz,$52250,MD,73275
58,Tech Support,Sophie,213,Goodman,$15950,CT,38213
63,Sales,Bernard,214,Lopez,$50250,IA,80029
18,Tech Support,Lina,215,Hoffman,$17150,OH,77336
28,Project Manager,Curtis,216,Chandler,$9200,NV,24577
54,Sales,Elnora,217,Fletcher,$38250,NM,23097
35,Sales,Celia,218,Berry,$154250,CO,44874
23,Sales,Maggie,219,Price,$134250,HI,20458
24,SE,Cory,220,Potter,$116100,IN,12670
57,Dev Manager,Gene,221,Reeves,$84200,PA,48711
59,Project Manager,Walter,222,Warren,$7200,SD,90662
53,SE,Corey,223,Stephens,$45600,MI,20770
33,Sales,Helena,224,Bell,$102250,AL,75276
26,Tech Support,Oscar,225,Roy,$350,AZ,43762
36,Sales,Edwin,226,Bates,$180250,MS,87623
26,Tech Support,Chris,227,Riley,$23950,NH,01074
63,QA,Birdie,228,Hammond,$13970,KS,27473
34,Tech Support,Hallie,229,French,$35550,CO,43485
37,Project Manager,Jared,230,Rice,$12200,WY,09047
29,Sales,Lloyd,231,Chapman,$188250,WA,53450
58,Product Manager,Linnie,232,Gomez,$43200,ID,28490
32,QA,Scott,233,Wade,$18100,RI,24674
30,Tech Support,Lydia,234,Rodriguez,$4750,AR,13946
21,Tech Support,Roxie,235,Copeland,$8350,HI,18269
21,Product Manager,Nell,236,Carter,$98200,TX,51904
40,Executive,Ethan,237,Cross,$82200,TN,36997
40,Tech Support,Troy,238,Hall,$3150,AK,22324
59,SE,Chad,239,Lowe,$84600,UT,52409
65,SE,Connor,240,Knight,$129600,CT,76834
33,Tech Support,Adam,241,Henry,$38750,VA,94343
63,SE,Rena,242,Klein,$134100,ME,93532
43,SE,Roger,243,Watson,$69600,AZ,67735
30,Tech Support,Susan,244,Martinez,$22750,NC,65408
35,SE,Aaron,245,Butler,$47100,HI,47790
45,SE,Fanny,246,Barnes,$57600,LA,01276
55,QA,Claudia,247,Simmons,$33440,NE,87411
44,QA,Ian,248,Mathis,$37570,DC,03129
25,Product Manager,Tyler,249,Warren,$52200,ND,14459
18,QA,Jose,250,Schmidt,$32850,AR,32445
24,QA,Adele,251,Reeves,$30490,PA,30705
48,QA,Sam,252,Moody,$21050,IA,66280
46,Tech Support,Sophie,253,Robinson,$21950,OH,99723
27,Tech Support,Nathan,254,Lyons,$21950,DC,00280
54,QA,Cody,255,Lynch,$28130,VA,14934
57,Tech Support,Teresa,256,Ortega,$7150,WV,97874
21,QA,Edwin,257,Steele,$29310,WI,82697
61,Tech Support,Carolyn,258,Parks,$37950,OH,90289
63,Tech Support,Gene,259,Holmes,$3550,OK,75256
61,Tech Support,Christopher,260,Waters,$21950,WI,99062
44,HR,Harvey,261,Walton,$74200,DE,42195
29,Tech Support,Noah,262,Lindsey,$1950,IN,78118
25,Sales,Glen,263,Ingram,$60250,MT,44313
42,QA,Floyd,264,McKinney,$31670,CT,02149
58,SE,Emily,265,Stokes,$30600,NE,09445
37,QA,Shane,266,Crawford,$9840,ID,44145
25,HR,Linnie,267,Sanders,$26200,NM,19017
60,QA,Martha,268,Jensen,$55270,CO,18494
54,Tech Support,Brian,269,Cross,$17550,TX,09472
20,Product Manager,Katie,270,Myers,$19200,DC,22979
41,Sales,Lloyd,271,Bryan,$102250,AZ,07834
34,Sales,Leo,272,Patterson,$74250,VA,52176
28,Tech Support,Janie,273,Baldwin,$22350,VT,03854
28,Tech Support,Steve,274,Cox,$3550,RI,14490
30,Tech Support,Randall,275,Santos,$4750,KS,82037
61,Product Manager,Essie,276,Alexander,$84200,VT,85900
57,Executive,Amelia,277,May,$24200,PA,64474
46,Product Manager,Harry,278,Cummings,$93200,MA,09866
61,Tech Support,Alexander,279,Bishop,$21950,HI,72853
44,SE,Ola,280,Smith,$126600,MN,02531
34,QA,Cecelia,281,Santiago,$13380,KY,73186
32,Sales,Bill,282,Clayton,$54250,AR,22716
43,QA,Corey,283,Fitzgerald,$5710,NC,75293
21,Sales,Jeremy,284,Norman,$42250,ME,79772
18,Tech Support,Bradley,285,Ramirez,$9550,NC,65225
34,Sales,Eliza,286,Carter,$174250,CA,57360
56,QA,May,287,Carlson,$25180,WA,56058
45,Tech Support,Lola,288,May,$26750,KS,51672
64,Product Manager,Leonard,289,Gardner,$10200,LA,81763
38,Executive,Bryan,290,Carter,$87200,KY,79946
29,Sales,Lenora,291,Lindsey,$190250,MN,79091
48,SE,Clifford,292,Howard,$129600,DC,25646
32,Sales,Ruby,293,Gomez,$168250,OK,40962
34,Sales,Catherine,294,Mills,$128250,MI,61962
32,QA,Marie,295,Reeves,$53500,HI,64310
64,Tech Support,Lenora,296,Yates,$32350,AR,67050
18,QA,Seth,297,Gonzales,$5120,FL,88993
45,Sales,Ida,298,Wells,$54250,WV,71043
38,Project Manager,Elva,299,Tucker,$51200,NY,71894
23,Product Manager,Herman,300,Erickson,$34200,AK,27631
41,Product Manager,Olga,301,Hernandez,$44200,RI,32571
49,Sales,Mollie,302,Myers,$68250,IN,00169
56,QA,Carlos,303,Burke,$52910,MA,65639
33,Tech Support,Derek,304,Lynch,$19950,PA,25148
23,Sales,Alan,305,Jenkins,$78250,WA,51592
44,SE,Oscar,306,May,$39600,DE,00779
47,SE,Katie,307,Baker,$83100,NV,99547
30,Dev Manager,Jay,308,Moss,$10200,ND,29844
34,Tech Support,Myrtie,309,Flores,$4750,WY,45519
25,Tech Support,Devin,310,Rodriquez,$37950,WI,72854
65,Tech Support,Corey,311,Marshall,$29550,CO,37041
32,Sales,Bess,312,Johnson,$88250,OR,02546
29,Tech Support,Leon,313,Cross,$28350,MA,81423
61,QA,Phoebe,314,Bishop,$12790,VA,70682
30,SE,Isabella,315,Doyle,$123600,WY,84042
56,Tech Support,Jason,316,Figueroa,$20750,MT,43633
25,SE,Beulah,317,Underwood,$146100,RI,46767
28,Tech Support,Frank,318,Jordan,$28350,MD,01154
33,Sales,Carolyn,319,Moran,$32250,MA,46879
61,Product Manager,Ray,320,Johnson,$56200,HI,69971
33,Sales,Mason,321,Bowman,$30250,WI,36142
18,Sales,Kyle,322,Delgado,$50250,SD,33338
59,Tech Support,Franklin,323,Garner,$9550,IN,95096
18,Project Manager,Gordon,324,Hines,$44200,WY,11598
37,Sales,Ruby,325,Townsend,$106250,MT,54255
39,Tech Support,Charles,326,Buchanan,$35550,TX,33952
36,Dev Manager,Lloyd,327,Fernandez,$45200,LA,30054
50,Tech Support,Randy,328,Goodman,$28750,WV,92151
60,Tech Support,Nelle,329,Larson,$18350,NM,80282
65,Project Manager,Angel,330,Stevenson,$20200,MI,71669
43,Tech Support,Virginia,331,Graves,$1150,ME,52665
57,HR,Dominic,332,Washington,$5200,WI,63577
36,Sales,Dennis,333,Mack,$56250,CA,60776
44,QA,Julia,334,Martinez,$12790,IN,88234
37,Tech Support,Sophie,335,Richardson,$21550,NY,70400
39,QA,Mark,336,Wade,$990,IN,60098
38,SE,Lewis,337,Lucas,$141600,VA,15779
62,Sales,Esther,338,Watts,$118250,LA,66903
22,Product Manager,Alvin,339,Parker,$47200,NE,36486
56,Product Manager,Elizabeth,340,Wood,$26200,VA,15542
36,Tech Support,Gene,341,Jacobs,$17550,SD,12311
42,Tech Support,Lee,342,Cohen,$1950,WI,37898
18,Tech Support,Carolyn,343,Briggs,$17150,ID,32421
43,SE,Cody,344,Johnson,$125100,AR,02644
38,Sales,Jacob,345,Park,$146250,ND,40083
48,Sales,Louis,346,Caldwell,$16250,DE,10630
60,SE,Maggie,347,Ortiz,$105600,DE,37970
35,QA,Juan,348,Watkins,$42880,MI,97742
65,SE,John,349,Marsh,$44100,WV,51170
61,SE,Nell,350,Cummings,$135600,OH,22211
59,Tech Support,Katharine,351,Spencer,$14750,IL,19725
22,QA,Rena,352,Tate,$3940,NE,03495
54,HR,Frances,353,Allen,$71200,WY,30549
50,QA,Brent,354,Fleming,$11020,LA,06752
26,SE,Myra,355,Ortega,$9600,KS,21671
26,SE,Clara,356,Weber,$131100,OK,48075
52,SE,Duane,357,Lawrence,$24600,IA,95601
37,QA,Alfred,358,Bishop,$20460,ME,24305
37,SE,Caroline,359,Gilbert,$32100,IL,97321
19,Product Manager,Gussie,360,Roy,$87200,MO,86077
41,Tech Support,Bradley,361,Hoffman,$19950,VT,50676
45,SE,Chris,362,McGee,$123600,CA,34200
28,QA,Jane,363,Sanders,$55270,CT,71055
48,QA,Theodore,364,Allen,$9840,NV,86645
25,HR,Gene,365,Hawkins,$98200,NJ,05495
61,QA,Mathilda,366,Hubbard,$53500,IL,91410
59,QA,Lina,367,Quinn,$43470,NV,14987
24,SE,Duane,368,Swanson,$120600,NM,58575
29,Product Manager,Brett,369,Fields,$18200,FL,41127
24,Project Manager,Francisco,370,Thornton,$6200,NJ,81565
42,Product Manager,Carolyn,371,Poole,$64200,WA,72935
46,Tech Support,Madge,372,Alvarez,$17150,NE,78375
45,SE,Ann,373,Gordon,$92100,FL,47446
19,Tech Support,Nathaniel,374,George,$6350,TX,46683
46,Sales,Jack,375,Sanders,$38250,HI,88841
50,Sales,Sam,376,Powell,$32250,IN,47079
57,Sales,Esther,377,Cunningham,$110250,MN,02996
21,SE,Flora,378,Luna,$45600,MT,87423
18,QA,Mathilda,379,Ross,$6300,MD,59074
29,QA,Dennis,380,Poole,$28130,NE,71550
23,SE,Bruce,381,Robertson,$131100,OR,47143
19,HR,Allie,382,Reese,$93200,MO,88108
43,Tech Support,Lee,383,Franklin,$13950,WI,14705
36,QA,Dora,384,Silva,$42880,OR,61885
23,Tech Support,Sadie,385,Jimenez,$20750,UT,77475
61,QA,Winifred,386,Adkins,$25180,MA,09788
41,Product Manager,Maurice,387,Bell,$54200,NH,41228
22,Product Manager,Lillian,388,Greer,$61200,HI,66527
19,HR,Mario,389,Sandoval,$55200,WV,41559
36,Project Manager,Jennie,390,Barnett,$19200,MA,86167
51,Sales,Hettie,391,Strickland,$176250,SD,89238
37,Sales,Lewis,392,Torres,$186250,ME,56592
53,SE,Connor,393,Padilla,$141600,WY,98673
36,Product Manager,Marion,394,White,$36200,AR,42259
65,Product Manager,Mitchell,395,Goodwin,$59200,WA,13746
57,Project Manager,Francis,396,Long,$44200,WI,70780
63,Tech Support,Augusta,397,Roy,$36750,TN,47731
56,Project Manager,Calvin,398,Murray,$51200,HI,79423
27,HR,Chester,399,Nash,$51200,CT,98748
65,SE,Pauline,400,Tyler,$134100,ME,66958
24,Executive,Virgie,401,Vega,$54200,GA,33330
49,Sales,Clarence,402,Hoffman,$180250,MT,56173
61,SE,Lois,403,Norris,$96600,DC,45599
34,HR,Marcus,404,Maldonado,$11200,ID,00534
18,SE,Adam,405,Alvarez,$128100,MI,29731
20,Tech Support,Adelaide,406,Fox,$29150,MO,36582
60,QA,Lucinda,407,Gregory,$21640,HI,31330
44,Sales,Douglas,408,Crawford,$136250,AK,03928
34,QA,Bradley,409,Logan,$20460,VT,87479
62,Tech Support,May,410,Washington,$13150,ID,13450
19,Dev Manager,Jose,411,Delgado,$79200,AZ,63541
39,SE,Gilbert,412,Flores,$143100,ME,35965
30,QA,Jonathan,413,Dunn,$19870,NY,51158
22,QA,Bobby,414,Alexander,$33440,RI,55521
33,Product Manager,Bernice,415,Carr,$57200,NC,99154
45,Project Manager,Lillie,416,Gilbert,$54200,AZ,51221
52,HR,Ora,417,Cross,$31200,TN,28667
21,Dev Manager,Austin,418,Byrd,$76200,LA,89567
41,SE,Ralph,419,Ryan,$68100,ME,07554
42,QA,Leo,420,Webb,$29310,OK,09768
27,QA,Chris,421,Price,$34030,TX,92842
37,Product Manager,Stella,422,Black,$35200,IN,02077
62,HR,Lawrence,423,Buchanan,$67200,MT,68724
57,Sales,Jean,424,Logan,$188250,WA,26334
20,Sales,Luke,425,Ray,$74250,NE,71870
38,QA,Kevin,426,Watts,$16920,TX,99064
56,Sales,Jose,427,Stone,$8250,MO,89759
25,SE,Eugene,428,Hill,$111600,KS,02280
30,Sales,Cody,429,Baker,$94250,MN,90358
48,Dev Manager,Darrell,430,Patterson,$76200,UT,34318
38,Tech Support,Jerry,431,Robinson,$1150,NC,77404
49,Tech Support,Adrian,432,Hughes,$25950,WI,72581
42,HR,Hettie,433,Woods,$11200,NE,89975
65,SE,Maude,434,Caldwell,$149100,MO,94487
19,Sales,Bryan,435,Warren,$172250,MD,90161
33,Sales,Gordon,436,Rodriquez,$130250,IL,79661
60,SE,Vernon,437,Cross,$48600,OK,33054
57,Dev Manager,Mitchell,438,Higgins,$74200,MS,15689
40,Sales,Harriett,439,Hardy,$180250,NH,02281
19,Tech Support,Jackson,440,Fernandez,$6750,AL,46019
52,QA,Roy,441,Knight,$22820,MI,69728
18,QA,Alejandro,442,Bennett,$54090,NH,49063
48,HR,Eugenia,443,Gutierrez,$13200,OK,26978
20,Dev Manager,Katharine,444,Griffith,$10200,IL,92710
61,Project Manager,Ruby,445,Pittman,$14200,PA,56620
54,QA,Susan,446,Vargas,$37570,WI,80125
21,Tech Support,Miguel,447,Parsons,$27150,RI,98080
24,QA,Eugenia,448,Pittman,$8660,SD,33123
48,Sales,Florence,449,Chandler,$170250,NE,92355
43,HR,Nora,450,Stephens,$69200,GA,26902
45,SE,Hannah,451,Fitzgerald,$600,RI,85314
29,QA,Marguerite,452,Ingram,$16920,HI,22648
60,Tech Support,Erik,453,Welch,$13550,ID,31902
48,Project Manager,Clara,454,Farmer,$27200,WY,49696
61,Sales,Jorge,455,Reyes,$170250,NE,96968
28,QA,Lillie,456,Hale,$20460,IA,31634
31,Dev Manager,Tyler,457,Reyes,$28200,VA,43761
44,Sales,Susan,458,Drake,$168250,ID,66735
59,Sales,Catherine,459,Richards,$140250,DE,99004
32,Tech Support,Estella,460,Casey,$3550,MA,69611
35,QA,Steven,461,Ortiz,$24590,KY,61897
24,SE,Dollie,462,Campbell,$62100,HI,32293
53,Project Manager,Brent,463,Riley,$48200,OH,03999
21,SE,Richard,464,Kennedy,$80100,DE,93066
60,SE,Philip,465,Craig,$71100,VT,80931
32,QA,Danny,466,Hill,$3940,WI,29856
56,Sales,Nora,467,Newton,$30250,WY,61044
52,QA,Alan,468,Holmes,$57040,DE,22187
63,QA,Barry,469,Erickson,$41700,GA,07419
31,Dev Manager,Gerald,470,Aguilar,$44200,NJ,45621
28,SE,Ralph,471,Elliott,$101100,DE,48825
58,Sales,Cody,472,Little,$124250,AR,60729
65,HR,Harriet,473,Howard,$54200,IN,53513
38,Sales,Marcus,474,Robbins,$108250,OR,57227
50,Sales,Isabel,475,Obrien,$62250,MN,63215
20,Project Manager,Hunter,476,Roberson,$17200,ME,91540
59,Tech Support,Hunter,477,Potter,$17950,TN,58626
49,Sales,Jacob,478,Thomas,$90250,TX,42949
46,Sales,Bernice,479,Alvarado,$154250,CT,20180
32,Sales,Joseph,480,Guzman,$62250,CA,67303
59,Tech Support,Verna,481,Dunn,$25550,CO,25145
33,Dev Manager,Lilly,482,Carlson,$11200,NM,53497
30,Sales,Erik,483,Roberts,$12250,IN,33735
24,Tech Support,Maggie,484,Powers,$33950,IL,50034
41,Sales,Albert,485,Sanchez,$2250,KS,83417
60,Sales,Lillian,486,Delgado,$158250,CO,94098
40,SE,Albert,487,Swanson,$29100,CO,78552
59,SE,Emma,488,Wilkerson,$134100,WV,71580
57,QA,Walter,489,Buchanan,$5120,UT,46652
61,QA,Russell,490,Horton,$40520,CO,69396
25,SE,Jeff,491,Bush,$89100,LA,29116
29,Tech Support,Emilie,492,Vargas,$37950,IN,86706
18,Project Manager,Madge,493,Sullivan,$81200,OK,81634
31,Dev Manager,Lora,494,Collins,$42200,PA,03311
24,Dev Manager,Mildred,495,Park,$12200,ND,90641
48,QA,Leon,496,Spencer,$18100,WY,13861
43,QA,James,497,Underwood,$990,WV,37658
59,Dev Manager,Lydia,498,Green,$76200,NM,56717
46,Tech Support,Lettie,499,Silva,$9150,MS,49166
31,Tech Support,Hattie,500,Roy,$2350,NM,62568
43,Tech Support,Travis,501,Moore,$7150,AR,02962
50,Product Manager,Emily,502,Ingram,$82200,WA,99838
33,QA,Daisy,503,Porter,$51140,AR,78880
21,Tech Support,Daniel,504,Tate,$34750,NC,61349
